Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Activation,Firefox 61.0,\u0410\u043A\u0442\u0438\u0432\u0430\u0446\u0438\u044F \u0443\u0447\u0435\u0442\u043A\u0438,2018-08-09 16:56:52,2018-08-09 16:58:02,"1m - 10,529s",PASSED
,,,,,,
Test Cases/Base/Activation,Firefox 61.0,Активация нового пользователя,2018-08-09 16:56:52,2018-08-09 16:58:02,"1m - 9,979s",PASSED
callTestCase,Firefox 61.0,Авторизация администратором,2018-08-09 16:56:52,2018-08-09 16:57:23,"30,351s",PASSED
click,Firefox 61.0,Переход на вкладку администрирования,2018-08-09 16:57:23,2018-08-09 16:57:28,"5,373s",PASSED
click,Firefox 61.0,"Разворачивание списка пользователей для активации
",2018-08-09 16:57:28,2018-08-09 16:57:40,"11,858s",PASSED
setText,Firefox 61.0,В поле поиска пользователей вводится логин пользователя,2018-08-09 16:57:40,2018-08-09 16:57:40,"0,144s",PASSED
sendKeys,Firefox 61.0,"Выбор пользователя для активации. Клик ""Enter""",2018-08-09 16:57:40,2018-08-09 16:57:40,"0,067s",PASSED
click,Firefox 61.0,Фокусировка в поле редактирвоания рабочих групп,2018-08-09 16:57:40,2018-08-09 16:57:40,"0,241s",PASSED
click,Firefox 61.0,Включение пользователя в рабочую группу,2018-08-09 16:57:40,2018-08-09 16:57:41,"0,233s",PASSED
click,Firefox 61.0,Активация пользователя,2018-08-09 16:57:41,2018-08-09 16:57:46,"5,255s",PASSED
verifyElementPresent,Firefox 61.0,"Проверка успешной активации
",2018-08-09 16:57:46,2018-08-09 16:58:02,"16,242s",PASSED
