Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Create budget,Firefox 61.0,\u0420\u0435\u0433\u0438\u0441\u0442\u0440\u0430\u0446\u0438\u044F \u0431\u044E\u0434\u0436\u0435\u0442\u0430,2018-08-16 16:31:12,2018-08-16 16:32:25,"1m - 13,257s",FAILED
,,,,,,
Test Cases/Base/Create budget,Firefox 61.0,Регистрация бюджета,2018-08-16 16:31:12,2018-08-16 16:32:25,"1m - 12,711s",FAILED
callTestCase,Firefox 61.0,Авторизация,2018-08-16 16:31:12,2018-08-16 16:32:02,"49,257s",PASSED
click,Firefox 61.0,"Перейти в меню ""Планирование""",2018-08-16 16:32:02,2018-08-16 16:32:04,"2,175s",PASSED
click,Firefox 61.0,"Нажать на кнопку ""Сформировать бюджет""",2018-08-16 16:32:04,2018-08-16 16:32:04,"0,411s",PASSED
"Statement - new_budgetYear = com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.modifyObjectProperty(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(page_planning/page_year/radio_budgetYear), ""value"", ""equals"", BudgetYear, true)",Firefox 61.0,Изменить год бюджета,2018-08-16 16:32:04,2018-08-16 16:32:04,"0,006s",PASSED
check,Firefox 61.0,Выбрать бюджет,2018-08-16 16:32:04,2018-08-16 16:32:04,"0,024s",PASSED
click,Firefox 61.0,Нажать кнопку подтверждения формирования бюджета,2018-08-16 16:32:04,2018-08-16 16:32:04,"0,272s",PASSED
verifyElementPresent,Firefox 61.0,Проверка доступности кнопки выбора источника финансирования,2018-08-16 16:32:04,2018-08-16 16:32:06,"1,910s",PASSED
click,Firefox 61.0,Раскрыть справочник выбора источника финансирования,2018-08-16 16:32:06,2018-08-16 16:32:07,"0,408s",PASSED
setText,Firefox 61.0,Найти источник финансирования в справочнике,2018-08-16 16:32:07,2018-08-16 16:32:07,"0,108s",PASSED
click,Firefox 61.0,Установить чек на первом найденном значении,2018-08-16 16:32:07,2018-08-16 16:32:07,"0,283s",PASSED
click,Firefox 61.0,Выбрать источник финансирования и закрыть справочник,2018-08-16 16:32:07,2018-08-16 16:32:07,"0,291s",PASSED
click,Firefox 61.0,Раскрыть справочник выбора КБК,2018-08-16 16:32:07,2018-08-16 16:32:08,"0,257s",PASSED
setText,Firefox 61.0,Ввести искомое значение КБК,2018-08-16 16:32:08,2018-08-16 16:32:17,"9,666s",PASSED
verifyElementPresent,Firefox 61.0,Проверка наличия чекбокса выбора КБК,2018-08-16 16:32:17,2018-08-16 16:32:22,"4,211s",PASSED
click,Firefox 61.0,Установить чек на первом найденном значении,2018-08-16 16:32:22,2018-08-16 16:32:22,"0,376s",PASSED
click,Firefox 61.0,Выбрать КБК и закрыть справочник,2018-08-16 16:32:22,2018-08-16 16:32:22,"0,339s",PASSED
setText,Firefox 61.0,Ввести сумму лимита,2018-08-16 16:32:22,2018-08-16 16:32:22,"0,066s",PASSED
waitForElementNotPresent,Firefox 61.0,"Ожидание отсутствия перекрывающего элемента кнопки ""Сохранить""",2018-08-16 16:32:22,2018-08-16 16:32:22,"0,034s",PASSED
click,Firefox 61.0,"Нажать кнопку ""Сохранить"" бюджет",2018-08-16 16:32:22,2018-08-16 16:32:23,"0,168s",FAILED
