Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Activation,Firefox 61.0,\u0410\u043A\u0442\u0438\u0432\u0430\u0446\u0438\u044F \u0443\u0447\u0435\u0442\u043A\u0438,2018-08-09 15:22:39,2018-08-09 15:23:31,"52,319s",FAILED
,,,,,,
Test Cases/Base/Activation,Firefox 61.0,Активация нового пользователя,2018-08-09 15:22:39,2018-08-09 15:23:31,"51,635s",FAILED
callTestCase,Firefox 61.0,Авторизация администратором,2018-08-09 15:22:39,2018-08-09 15:23:15,"36,014s",PASSED
click,Firefox 61.0,Переход на вкладку администрирования,2018-08-09 15:23:15,2018-08-09 15:23:20,"5,236s",PASSED
click,Firefox 61.0,"Разворачивание списка пользователей для активации
",2018-08-09 15:23:20,2018-08-09 15:23:30,"9,561s",PASSED
setText,Firefox 61.0,В поле поиска пользователей вводится логин пользователя,2018-08-09 15:23:30,2018-08-09 15:23:30,"0,170s",PASSED
sendKeys,Firefox 61.0,"Выбор пользователя для активации. Клик ""Enter""",2018-08-09 15:23:30,2018-08-09 15:23:30,"0,061s",PASSED
click,Firefox 61.0,Фокусировка в поле редактирвоания рабочих групп,2018-08-09 15:23:30,2018-08-09 15:23:30,"0,243s",PASSED
setText,Firefox 61.0,Включение пользователя в рабочую группу,2018-08-09 15:23:30,2018-08-09 15:23:31,"0,121s",FAILED
