Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Activation,Firefox 61.0,\u0410\u043A\u0442\u0438\u0432\u0430\u0446\u0438\u044F \u0443\u0447\u0435\u0442\u043A\u0438,2018-08-09 17:10:51,2018-08-09 17:11:40,"49,069s",PASSED
,,,,,,
Test Cases/Base/Activation,Firefox 61.0,Активация нового пользователя,2018-08-09 17:10:51,2018-08-09 17:11:40,"48,504s",PASSED
callTestCase,Firefox 61.0,Авторизация администратором,2018-08-09 17:10:51,2018-08-09 17:11:01,"9,366s",PASSED
click,Firefox 61.0,Переход на вкладку администрирования,2018-08-09 17:11:01,2018-08-09 17:11:06,"5,230s",PASSED
click,Firefox 61.0,"Разворачивание списка пользователей для активации
",2018-08-09 17:11:06,2018-08-09 17:11:17,"11,314s",PASSED
setText,Firefox 61.0,В поле поиска пользователей вводится логин пользователя,2018-08-09 17:11:17,2018-08-09 17:11:17,"0,146s",PASSED
sendKeys,Firefox 61.0,"Выбор пользователя для активации. Клик ""Enter""",2018-08-09 17:11:17,2018-08-09 17:11:18,"0,053s",PASSED
click,Firefox 61.0,Фокусировка в поле редактирвоания рабочих групп,2018-08-09 17:11:18,2018-08-09 17:11:18,"0,237s",PASSED
click,Firefox 61.0,Включение пользователя в рабочую группу,2018-08-09 17:11:18,2018-08-09 17:11:18,"0,236s",PASSED
click,Firefox 61.0,Активация пользователя,2018-08-09 17:11:18,2018-08-09 17:11:23,"5,262s",PASSED
verifyElementPresent,Firefox 61.0,"Проверка успешной активации
",2018-08-09 17:11:23,2018-08-09 17:11:40,"16,432s",PASSED
