Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Activation,Firefox 61.0,\u0410\u043A\u0442\u0438\u0432\u0430\u0446\u0438\u044F \u0443\u0447\u0435\u0442\u043A\u0438,2018-08-28 13:46:18,2018-08-28 13:47:31,"1m - 13,709s",PASSED
,,,,,,
Test Cases/Base/Activation,Firefox 61.0,Активация нового пользователя,2018-08-28 13:46:18,2018-08-28 13:47:31,"1m - 13,122s",PASSED
callTestCase,Firefox 61.0,Авторизация администратором,2018-08-28 13:46:18,2018-08-28 13:46:55,"36,407s",PASSED
click,Firefox 61.0,Переход на вкладку администрирования,2018-08-28 13:46:55,2018-08-28 13:47:00,"5,685s",PASSED
click,Firefox 61.0,"Разворачивание списка пользователей для активации
",2018-08-28 13:47:00,2018-08-28 13:47:09,"8,987s",PASSED
setText,Firefox 61.0,В поле поиска пользователей вводится логин пользователя,2018-08-28 13:47:09,2018-08-28 13:47:10,"0,089s",PASSED
sendKeys,Firefox 61.0,Выбор активируемого пользователя,2018-08-28 13:47:10,2018-08-28 13:47:10,"0,057s",PASSED
click,Firefox 61.0,Развернуть список рабочих групп,2018-08-28 13:47:10,2018-08-28 13:47:10,"0,247s",PASSED
click,Firefox 61.0,Выбор рабочей группы,2018-08-28 13:47:10,2018-08-28 13:47:10,"0,242s",PASSED
click,Firefox 61.0,Развернуть список рабочих групп,2018-08-28 13:47:10,2018-08-28 13:47:10,"0,227s",PASSED
click,Firefox 61.0,Выбор рабочей группы,2018-08-28 13:47:10,2018-08-28 13:47:11,"0,237s",PASSED
click,Firefox 61.0,Развернуть список рабочих групп,2018-08-28 13:47:11,2018-08-28 13:47:11,"0,232s",PASSED
click,Firefox 61.0,Выбор рабочей группы,2018-08-28 13:47:11,2018-08-28 13:47:11,"0,242s",PASSED
click,Firefox 61.0,Активация пользователя,2018-08-28 13:47:11,2018-08-28 13:47:16,"5,274s",PASSED
verifyElementPresent,Firefox 61.0,"Проверка успешной активации
",2018-08-28 13:47:16,2018-08-28 13:47:29,"12,676s",PASSED
