Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Activation,Firefox 61.0,\u0410\u043A\u0442\u0438\u0432\u0430\u0446\u0438\u044F \u0443\u0447\u0435\u0442\u043A\u0438,2018-08-09 14:46:59,2018-08-09 14:47:51,"51,521s",FAILED
,,,,,,
Test Cases/Base/Activation,Firefox 61.0,Активация нового пользователя,2018-08-09 14:47:00,2018-08-09 14:47:50,"50,788s",FAILED
callTestCase,Firefox 61.0,Авторизация администратором,2018-08-09 14:47:00,2018-08-09 14:47:33,"33,089s",PASSED
click,Firefox 61.0,Переход на вкладку администрирования,2018-08-09 14:47:33,2018-08-09 14:47:38,"5,247s",PASSED
click,Firefox 61.0,"Разворачивание списка пользователей для активации
",2018-08-09 14:47:38,2018-08-09 14:47:50,"11,521s",PASSED
setText,Firefox 61.0,В поле поиска пользователей вводится логин пользователя,2018-08-09 14:47:50,2018-08-09 14:47:50,"0,114s",PASSED
sendKeys,Firefox 61.0,"Выбор пользователя для активации. Клик ""Enter""",2018-08-09 14:47:50,2018-08-09 14:47:50,"0,057s",PASSED
click,Firefox 61.0,Фокусировка в поле редактирвоания рабочих групп,2018-08-09 14:47:50,2018-08-09 14:47:50,"0,249s",PASSED
setText,Firefox 61.0,Включение пользователя в рабочую группу,2018-08-09 14:47:50,2018-08-09 14:47:50,"0,174s",FAILED
