Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Activation,Firefox 61.0,\u0410\u043A\u0442\u0438\u0432\u0430\u0446\u0438\u044F \u0443\u0447\u0435\u0442\u043A\u0438,2018-08-28 12:10:12,2018-08-28 12:13:21,"3m - 9,157s",FAILED
,,,,,,
Test Cases/Base/Activation,Firefox 61.0,Активация нового пользователя,2018-08-28 12:10:12,2018-08-28 12:13:20,"3m - 8,481s",FAILED
callTestCase,Firefox 61.0,Авторизация администратором,2018-08-28 12:10:12,2018-08-28 12:10:35,"22,804s",PASSED
click,Firefox 61.0,Переход на вкладку администрирования,2018-08-28 12:10:35,2018-08-28 12:10:40,"5,271s",PASSED
click,Firefox 61.0,"Разворачивание списка пользователей для активации
",2018-08-28 12:10:40,2018-08-28 12:11:09,"28,220s",PASSED
setText,Firefox 61.0,В поле поиска пользователей вводится логин пользователя,2018-08-28 12:11:09,2018-08-28 12:11:09,"0,093s",PASSED
sendKeys,Firefox 61.0,Выбор активируемого пользователя,2018-08-28 12:11:09,2018-08-28 12:11:09,"0,076s",PASSED
click,Firefox 61.0,Развернуть список рабочих групп,2018-08-28 12:11:09,2018-08-28 12:11:09,"0,305s",PASSED
click,Firefox 61.0,Выбор рабочей группы,2018-08-28 12:11:09,2018-08-28 12:11:09,"0,254s",PASSED
click,Firefox 61.0,Развернуть список рабочих групп,2018-08-28 12:11:09,2018-08-28 12:11:10,"0,228s",PASSED
click,Firefox 61.0,Выбор рабочей группы,2018-08-28 12:11:10,2018-08-28 12:11:10,"0,235s",PASSED
click,Firefox 61.0,Развернуть список рабочих групп,2018-08-28 12:11:10,2018-08-28 12:11:10,"0,232s",PASSED
click,Firefox 61.0,Выбор рабочей группы,2018-08-28 12:11:10,2018-08-28 12:11:10,"0,237s",PASSED
click,Firefox 61.0,Активация пользователя,2018-08-28 12:11:10,2018-08-28 12:11:16,"5,271s",PASSED
verifyElementPresent,Firefox 61.0,"Проверка успешной активации
",2018-08-28 12:11:16,2018-08-28 12:13:18,"2m - 2,690s",FAILED
